year,country,suicides_no,population,"Suicide Rate per 100,000 Population",CapitalLatitude,CapitalLongitude,ContinentName
1985,Austria,2091,7110115,29.40880703,48.2,16.366667,Europe
1985,Belgium,2281,9269600,24.60731855,50.83333333,4.333333,Europe
1985,Bulgaria,1456,8392500,17.34882335,42.68333333,23.316667,Europe
1985,France,12501,51382600,24.32924764,48.86666667,2.333333,Europe
1985,Greece,405,7859800,5.15280287,37.98333333,23.733333,Europe
1985,Iceland,32,131600,24.31610942,64.15,-21.95,Europe
1985,Ireland,276,2865900,9.630482571,53.31666667,-6.233333,Europe
1985,Italy,4759,54114700,8.794283254,41.9,12.483333,Europe
1985,Luxembourg,55,286000,19.23076923,49.6,6.116667,Europe
1985,Malta,2,45800,4.366812227,35.88333333,14.5,Europe
1985,Netherlands,1638,13618300,12.027933,52.35,4.916667,Europe
1985,Portugal,983,9313930,10.55408404,38.71666667,-9.133333,Europe
1985,Spain,2514,35997000,6.983915326,40.4,-3.683333,Europe
1985,United Kingdom,5105,53006535,9.630887965,51.5,-0.083333,Europe
1986,Austria,2139,7119149,30.04572597,48.2,16.366667,Europe
1986,Belgium,2202,9287100,23.71030785,50.83333333,4.333333,Europe
1986,Bulgaria,1408,8391500,16.77888339,42.68333333,23.316667,Europe
1986,France,12529,51637600,24.2633275,48.86666667,2.333333,Europe
1986,Greece,393,7922600,4.960492768,37.98333333,23.733333,Europe
1986,Iceland,37,201700,18.34407536,64.15,-21.95,Europe
1986,Ireland,282,2875300,9.807672243,53.31666667,-6.233333,Europe
1986,Italy,4691,54267500,8.644216151,41.9,12.483333,Europe
1986,Luxembourg,51,276800,18.42485549,49.6,6.116667,Europe
1986,Malta,1,27700,3.610108303,35.88333333,14.5,Europe
1986,Netherlands,1604,13695500,11.71187616,52.35,4.916667,Europe
1986,Norway,579,3636600,15.9214651,59.91666667,10.75,Europe
1986,Portugal,941,9349248,10.06498063,38.71666667,-9.133333,Europe
1986,Spain,2755,36223000,7.605664909,40.4,-3.683333,Europe
1986,United Kingdom,4839,53119533,9.10964334,51.5,-0.083333,Europe
1987,Austria,2069,7130006,29.0182084,48.2,16.366667,Europe
1987,Belgium,2238,8691600,25.74899903,50.83333333,4.333333,Europe
1987,Bulgaria,1492,8375400,17.81407455,42.68333333,23.316667,Europe
1987,Finland,1363,4304400,31.66527274,60.16666667,24.933333,Europe
1987,France,12161,51900800,23.43123805,48.86666667,2.333333,Europe
1987,Greece,410,9387400,4.367556512,37.98333333,23.733333,Europe
1987,Iceland,36,177500,20.28169014,64.15,-21.95,Europe
1987,Ireland,245,2871100,8.533314757,53.31666667,-6.233333,Europe
1987,Italy,4516,54424100,8.297794543,41.9,12.483333,Europe
1987,Luxembourg,74,307900,24.0337772,49.6,6.116667,Europe
1987,Malta,1,5300,18.86792453,35.88333333,14.5,Europe
1987,Netherlands,1616,13777000,11.72969442,52.35,4.916667,Europe
1987,Norway,649,3929500,16.5160962,59.91666667,10.75,Europe
1987,Portugal,960,9378989,10.2356448,38.71666667,-9.133333,Europe
1987,Spain,2804,36425700,7.697861675,40.4,-3.683333,Europe
1987,Sweden,1541,7414300,20.78416034,59.33333333,18.05,Europe
1987,Ukraine,10050,47374200,21.21407855,50.43333333,30.516667,Europe
1987,United Kingdom,4594,53239668,8.628904297,51.5,-0.083333,Europe
1988,Austria,1851,7144410,25.90836752,48.2,16.366667,Europe
1988,Belgium,1996,9319300,21.41791765,50.83333333,4.333333,Europe
1988,Bulgaria,1452,8389800,17.3067296,42.68333333,23.316667,Europe
1988,Finland,1402,4633600,30.25725138,60.16666667,24.933333,Europe
1988,France,11599,52157600,22.23836986,48.86666667,2.333333,Europe
1988,Greece,403,7996200,5.03989395,37.98333333,23.733333,Europe
1988,Iceland,35,161100,21.72563625,64.15,-21.95,Europe
1988,Ireland,266,2540300,10.47120419,53.31666667,-6.233333,Europe
1988,Italy,4381,54579700,8.026793845,41.9,12.483333,Europe
1988,Luxembourg,69,284500,24.25307557,49.6,6.116667,Europe
1988,Malta,9,126700,7.103393844,35.88333333,14.5,Europe
1988,Netherlands,1523,13855700,10.99186616,52.35,4.916667,Europe
1988,Norway,708,3946600,17.93949222,59.91666667,10.75,Europe
1988,Portugal,819,9400481,8.712320146,38.71666667,-9.133333,Europe
1988,Spain,2960,36597300,8.088028352,40.4,-3.683333,Europe
1988,Sweden,1590,7930900,20.04816603,59.33333333,18.05,Europe
1988,Ukraine,9751,47549900,20.50687804,50.43333333,30.516667,Europe
1988,United Kingdom,4971,53310780,9.324568127,51.5,-0.083333,Europe
1989,Austria,1898,6740550,28.15793963,48.2,16.366667,Europe
1989,Belgium,1920,9349200,20.53651649,50.83333333,4.333333,Europe
1989,Bulgaria,1460,8403200,17.37433359,42.68333333,23.316667,Europe
1989,Finland,1413,4336200,32.58613533,60.16666667,24.933333,Europe
1989,France,11715,52417900,22.34923566,48.86666667,2.333333,Europe
1989,Greece,383,8828800,4.33807539,37.98333333,23.733333,Europe
1989,Iceland,22,136200,16.15271659,64.15,-21.95,Europe
1989,Ireland,278,2537900,10.9539383,53.31666667,-6.233333,Europe
1989,Italy,4342,54697200,7.938249124,41.9,12.483333,Europe
1989,Luxembourg,73,355400,20.54023635,49.6,6.116667,Europe
1989,Malta,23,205900,11.1704711,35.88333333,14.5,Europe
1989,Netherlands,1520,13929300,10.91224972,52.35,4.916667,Europe
1989,Norway,660,3955800,16.6843622,59.91666667,10.75,Europe
1989,Portugal,747,9415270,7.933920111,38.71666667,-9.133333,Europe
1989,Romania,2529,21344500,11.84848556,44.43333333,26.1,Europe
1989,Russia,37921,135443800,27.99759014,55.75,37.6,Europe
1989,Spain,2987,36740400,8.130014915,40.4,-3.683333,Europe
1989,Sweden,1579,7459000,21.16905751,59.33333333,18.05,Europe
1989,Ukraine,10887,47761700,22.79441477,50.43333333,30.516667,Europe
1989,United Kingdom,4361,53425129,8.1628254,51.5,-0.083333,Europe
1990,Armenia,93,2333200,3.985942054,40.16666667,44.5,Europe
1990,Austria,1825,7231353,25.23732419,48.2,16.366667,Europe
1990,Azerbaijan,114,5443400,2.094279311,40.38333333,49.866667,Europe
1990,Belarus,2085,9408800,22.16010543,53.9,27.566667,Europe
1990,Belgium,1895,8779700,21.583881,50.83333333,4.333333,Europe
1990,Bulgaria,1323,8418500,15.71538873,42.68333333,23.316667,Europe
1990,Czech Republic,1997,9710900,20.56452028,50.08333333,14.466667,Europe
1990,Finland,1512,4356300,34.70835342,60.16666667,24.933333,Europe
1990,France,11403,52952900,21.53423136,48.86666667,2.333333,Europe
1990,Georgia,196,4113400,4.764914669,41.68333333,44.833333,Europe
1990,Germany,13924,74958800,18.5755375,52.51666667,13.4,Europe
1990,Greece,349,8928000,3.909050179,37.98333333,23.733333,Europe
1990,Iceland,40,161000,24.8447205,64.15,-21.95,Europe
1990,Ireland,334,2893700,11.54231607,53.31666667,-6.233333,Europe
1990,Italy,4402,54831700,8.028202664,41.9,12.483333,Europe
1990,Luxembourg,68,291100,23.35967022,49.6,6.116667,Europe
1990,Malta,8,126600,6.319115324,35.88333333,14.5,Europe
1990,Netherlands,1450,14014300,10.34657457,52.35,4.916667,Europe
1990,Norway,659,3706200,17.7810156,59.91666667,10.75,Europe
1990,Poland,4970,35164800,14.13345163,52.25,21,Europe
1990,Portugal,870,8699763,10.00027242,38.71666667,-9.133333,Europe
1990,Romania,2079,21401900,9.714090805,44.43333333,26.1,Europe
1990,Russia,39028,136398200,28.61328082,55.75,37.6,Europe
1990,Spain,2939,36861400,7.973110083,40.4,-3.683333,Europe
1990,Sweden,1471,8005700,18.37440823,59.33333333,18.05,Europe
1990,Ukraine,10645,47971600,22.19021254,50.43333333,30.516667,Europe
1990,United Kingdom,4643,50111989,9.265247883,51.5,-0.083333,Europe
1991,Armenia,80,2228700,3.589536501,40.16666667,44.5,Europe
1991,Austria,1769,6857954,25.79486535,48.2,16.366667,Europe
1991,Azerbaijan,134,5519500,2.427756137,40.38333333,49.866667,Europe
1991,Belarus,2169,9476200,22.88892172,53.9,27.566667,Europe
1991,Belgium,1805,9396600,19.20907562,50.83333333,4.333333,Europe
1991,Bulgaria,1384,8431900,16.4138569,42.68333333,23.316667,Europe
1991,Czech Republic,1904,9667500,19.69485389,50.08333333,14.466667,Europe
1991,Finland,1493,4380800,34.08053324,60.16666667,24.933333,Europe
1991,France,11502,53282900,21.58666289,48.86666667,2.333333,Europe
1991,Georgia,174,4574100,3.804027022,41.68333333,44.833333,Europe
1991,Germany,14010,75495900,18.55729914,52.51666667,13.4,Europe
1991,Greece,381,9036318,4.21631908,37.98333333,23.733333,Europe
1991,Hungary,3993,9757766,40.92125185,47.5,19.083333,Europe
1991,Iceland,37,186300,19.86044015,64.15,-21.95,Europe
1991,Ireland,345,2585300,13.34467953,53.31666667,-6.233333,Europe
1991,Italy,4453,54465500,8.175817719,41.9,12.483333,Europe
1991,Luxembourg,77,295000,26.10169492,49.6,6.116667,Europe
1991,Malta,10,152700,6.548788474,35.88333333,14.5,Europe
1991,Netherlands,1611,13236500,12.1708911,52.35,4.916667,Europe
1991,Norway,675,3972600,16.99139103,59.91666667,10.75,Europe
1991,Poland,5316,35396300,15.01851888,52.25,21,Europe
1991,Portugal,942,9410507,10.01008766,38.71666667,-9.133333,Europe
1991,Romania,2161,21458000,10.07083605,44.43333333,26.1,Europe
1991,Russia,39281,137283000,28.61315676,55.75,37.6,Europe
1991,Spain,2916,36958100,7.890015991,40.4,-3.683333,Europe
1991,Sweden,1483,8041100,18.44275037,59.33333333,18.05,Europe
1991,Ukraine,10700,48200600,22.19889379,50.43333333,30.516667,Europe
1991,United Kingdom,4547,53903427,8.435456247,51.5,-0.083333,Europe
1992,Armenia,83,2234300,3.714810008,40.16666667,44.5,Europe
1992,Austria,1759,7375368,23.8496574,48.2,16.366667,Europe
1992,Azerbaijan,144,4839300,2.975636972,40.38333333,49.866667,Europe
1992,Belarus,2424,9570900,25.32677178,53.9,27.566667,Europe
1992,Belgium,1878,8838700,21.24746852,50.83333333,4.333333,Europe
1992,Bulgaria,1519,8041500,18.88951066,42.68333333,23.316667,Europe
1992,Czech Republic,1991,8971600,22.1922511,50.08333333,14.466667,Europe
1992,Finland,1451,4720900,30.73566481,60.16666667,24.933333,Europe
1992,France,11644,53622300,21.71484625,48.86666667,2.333333,Europe
1992,Georgia,204,4127050,4.942998025,41.68333333,44.833333,Europe
1992,Germany,13458,76131700,17.6772619,52.51666667,13.4,Europe
1992,Greece,351,9160631,3.831613783,37.98333333,23.733333,Europe
1992,Hungary,4000,9754956,41.00479797,47.5,19.083333,Europe
1992,Iceland,28,163800,17.09401709,64.15,-21.95,Europe
1992,Ireland,362,2961700,12.22270993,53.31666667,-6.233333,Europe
1992,Italy,4543,54154898,8.38889956,41.9,12.483333,Europe
1992,Luxembourg,59,322600,18.28890267,49.6,6.116667,Europe
1992,Malta,18,218600,8.234217749,35.88333333,14.5,Europe
1992,Netherlands,1587,14216900,11.16277107,52.35,4.916667,Europe
1992,Norway,616,3989800,15.43937039,59.91666667,10.75,Europe
1992,Poland,5713,35605400,16.04531897,52.25,21,Europe
1992,Portugal,866,8742460,9.905678722,38.71666667,-9.133333,Europe
1992,Romania,2650,21227100,12.48404163,44.43333333,26.1,Europe
1992,Russia,45923,138118900,33.24888918,55.75,37.6,Europe
1992,Slovakia,796,4909228,16.21436201,48.15,17.116667,Europe
1992,Spain,2786,37000900,7.529546579,40.4,-3.683333,Europe
1992,Sweden,1355,7587900,17.85737819,59.33333333,18.05,Europe
1992,Ukraine,11666,48487300,24.05990847,50.43333333,30.516667,Europe
1992,United Kingdom,4628,50531514,9.158641081,51.5,-0.083333,Europe
1993,Armenia,106,2620100,4.045647113,40.16666667,44.5,Europe
1993,Austria,1704,7433569,22.92304006,48.2,16.366667,Europe
1993,Azerbaijan,119,6442600,1.847080371,40.38333333,49.866667,Europe
1993,Belarus,2885,9641100,29.92397133,53.9,27.566667,Europe
1993,Belgium,2142,9462900,22.63576705,50.83333333,4.333333,Europe
1993,Bulgaria,1470,8001000,18.37270341,42.68333333,23.316667,Europe
1993,Czech Republic,1917,9015800,21.2626722,50.08333333,14.466667,Europe
1993,Finland,1397,4741000,29.46635731,60.16666667,24.933333,Europe
1993,France,12251,53945400,22.70999937,48.86666667,2.333333,Europe
1993,Germany,12690,76793400,16.5248576,52.51666667,13.4,Europe
1993,Greece,412,9930405,4.148874089,37.98333333,23.733333,Europe
1993,Hungary,3694,9747902,37.89533379,47.5,19.083333,Europe
1993,Iceland,26,165300,15.72897762,64.15,-21.95,Europe
1993,Ireland,326,2988600,10.90811751,53.31666667,-6.233333,Europe
1993,Italy,4697,54140523,8.6755719,41.9,12.483333,Europe
1993,Luxembourg,64,302600,21.15003305,49.6,6.116667,Europe
1993,Malta,16,242500,6.597938144,35.88333333,14.5,Europe
1993,Netherlands,1555,14313600,10.86379387,52.35,4.916667,Europe
1993,Norway,590,4010500,14.71138262,59.91666667,10.75,Europe
1993,Poland,5624,35792600,15.71274509,52.25,21,Europe
1993,Portugal,780,9410082,8.288981966,38.71666667,-9.133333,Europe
1993,Romania,2774,21307600,13.01882896,44.43333333,26.1,Europe
1993,Russia,55846,137692800,40.55840247,55.75,37.6,Europe
1993,Slovakia,738,4522975,16.31669421,48.15,17.116667,Europe
1993,Spain,3037,37122100,8.181110444,40.4,-3.683333,Europe
1993,Sweden,1373,7618300,18.02239345,59.33333333,18.05,Europe
1993,Ukraine,12469,48680500,25.6139522,50.43333333,30.516667,Europe
1993,United Kingdom,4462,54283982,8.21973598,51.5,-0.083333,Europe
1994,Armenia,112,3402500,3.291697281,40.16666667,44.5,Europe
1994,Austria,1776,7462552,23.79882914,48.2,16.366667,Europe
1994,Azerbaijan,47,4932000,0.95296026,40.38333333,49.866667,Europe
1994,Belarus,3153,9653900,32.6603756,53.9,27.566667,Europe
1994,Belgium,2131,9497400,22.4377198,50.83333333,4.333333,Europe
1994,Bulgaria,1464,7995500,18.31029954,42.68333333,23.316667,Europe
1994,Czech Republic,1872,9723700,19.25193085,50.08333333,14.466667,Europe
1994,Denmark,999,4600000,21.7173913,55.66666667,12.583333,Europe
1994,Finland,1387,4761600,29.12886425,60.16666667,24.933333,Europe
1994,France,12041,54247100,22.19657825,48.86666667,2.333333,Europe
1994,Georgia,123,3748850,3.281006175,41.68333333,44.833333,Europe
1994,Germany,12718,77163400,16.48190723,52.51666667,13.4,Europe
1994,Greece,355,9370763,3.788378812,37.98333333,23.733333,Europe
1994,Hungary,3625,9740817,37.21453755,47.5,19.083333,Europe
1994,Iceland,25,141600,17.65536723,64.15,-21.95,Europe
1994,Ireland,394,3015800,13.06452683,53.31666667,-6.233333,Europe
1994,Italy,4536,54143049,8.377806725,41.9,12.483333,Europe
1994,Luxembourg,74,330200,22.41066021,49.6,6.116667,Europe
1994,Malta,15,174400,8.600917431,35.88333333,14.5,Europe
1994,Netherlands,1584,14397700,11.00175723,52.35,4.916667,Europe
1994,Norway,531,4033300,13.16539806,59.91666667,10.75,Europe
1994,Poland,5519,35960000,15.34760845,52.25,21,Europe
1994,Portugal,762,8819699,8.639750631,38.71666667,-9.133333,Europe
1994,Romania,2887,21386000,13.49948564,44.43333333,26.1,Europe
1994,Russia,61420,138476200,44.35419227,55.75,37.6,Europe
1994,Slovakia,691,4974858,13.88984369,48.15,17.116667,Europe
1994,Spain,3171,37203100,8.523483258,40.4,-3.683333,Europe
1994,Sweden,1324,7639300,17.33143089,59.33333333,18.05,Europe
1994,Ukraine,13826,48619000,28.43744215,50.43333333,30.516667,Europe
1994,United Kingdom,4380,54497293,8.037096448,51.5,-0.083333,Europe
1995,Albania,88,2903400,3.030929255,41.31666667,19.816667,Europe
1995,Armenia,130,3073500,4.229705547,40.16666667,44.5,Europe
1995,Austria,1788,7016085,25.48429787,48.2,16.366667,Europe
1995,Azerbaijan,49,3902100,1.255734092,40.38333333,49.866667,Europe
1995,Belarus,3203,9673600,33.11073437,53.9,27.566667,Europe
1995,Belgium,2155,9527100,22.6196849,50.83333333,4.333333,Europe
1995,Bulgaria,1433,7983900,17.9486216,42.68333333,23.316667,Europe
1995,Croatia,929,4497400,20.65637924,45.8,16,Europe
1995,Czech Republic,1733,9744300,17.78475622,50.08333333,14.466667,Europe
1995,Denmark,924,4611600,20.03642987,55.66666667,12.583333,Europe
1995,Estonia,594,1250437,47.50339281,59.43333333,24.716667,Europe
1995,Finland,1388,4465800,31.08065744,60.16666667,24.933333,Europe
1995,France,11819,54528500,21.67490395,48.86666667,2.333333,Europe
1995,Georgia,138,4044750,3.41183015,41.68333333,44.833333,Europe
1995,Germany,12888,77547500,16.61949128,52.51666667,13.4,Europe
1995,Greece,370,8786858,4.210833952,37.98333333,23.733333,Europe
1995,Hungary,3366,9109659,36.94979142,47.5,19.083333,Europe
1995,Iceland,27,176500,15.29745042,64.15,-21.95,Europe
1995,Ireland,403,3345900,12.04459189,53.31666667,-6.233333,Europe
1995,Italy,4569,54141172,8.439048937,41.9,12.483333,Europe
1995,Latvia,1024,2374700,43.12123637,56.95,24.1,Europe
1995,Lithuania,1694,3387149,50.01256219,54.68333333,25.316667,Europe
1995,Luxembourg,63,334100,18.85662975,49.6,6.116667,Europe
1995,Malta,17,248300,6.846556585,35.88333333,14.5,Europe
1995,Netherlands,1511,14474000,10.43940859,52.35,4.916667,Europe
1995,Norway,548,4055900,13.51118124,59.91666667,10.75,Europe
1995,Poland,5499,36104900,15.23061967,52.25,21,Europe
1995,Portugal,809,9473844,8.539300415,38.71666667,-9.133333,Europe
1995,Romania,2793,21451300,13.02018992,44.43333333,26.1,Europe
1995,Russia,60548,139087100,43.53243399,55.75,37.6,Europe
