year,country,suicides_no,population,"Suicide Rate per 100,000 Population",CapitalLatitude,CapitalLongitude,ContinentName
2006,Norway,532,4071473,13.06652408,59.91666667,10.75,Europe
2006,Poland,5805,36348232,15.97051543,52.25,21,Europe
2006,Romania,2721,20526561,13.25599549,44.43333333,26.1,Europe
2006,Russia,42614,135357462,31.48256429,55.75,37.6,Europe
2006,Serbia,1443,6652561,21.69089468,44.83333333,20.5,Europe
2006,Slovenia,529,1727055,30.6301768,46.05,14.516667,Europe
2006,Spain,3247,41808848,7.766298655,40.4,-3.683333,Europe
2006,Sweden,1197,8576044,13.95748436,59.33333333,18.05,Europe
2006,Switzerland,1309,7118477,18.3887649,46.91666667,7.466667,Europe
2006,Ukraine,10013,44560034,22.47080871,50.43333333,30.516667,Europe
2006,United Kingdom,4122,57091129,7.220035883,51.5,-0.083333,Europe
2007,Albania,124,2513536,4.933289199,41.31666667,19.816667,Europe
2007,Armenia,71,2324679,3.054185115,40.16666667,44.5,Europe
2007,Austria,1285,7464079,17.21578778,48.2,16.366667,Europe
2007,Azerbaijan,55,7277100,0.755795578,40.38333333,49.866667,Europe
2007,Belarus,2659,9244456,28.7631852,53.9,27.566667,Europe
2007,Belgium,1857,10030266,18.51396563,50.83333333,4.333333,Europe
2007,Bulgaria,902,6963230,12.95375853,42.68333333,23.316667,Europe
2007,Croatia,775,4230855,18.31781047,45.8,16,Europe
2007,Cyprus,19,546571,3.476218094,35.16666667,33.366667,Europe
2007,Czech Republic,1379,9345309,14.75606639,50.08333333,14.466667,Europe
2007,Denmark,581,4798173,12.10877557,55.66666667,12.583333,Europe
2007,Estonia,251,1141545,21.98774468,59.43333333,24.716667,Europe
2007,Finland,995,4701126,21.16514214,60.16666667,24.933333,Europe
2007,France,10127,58167011,17.41021212,48.86666667,2.333333,Europe
2007,Georgia,104,3621350,2.87185718,41.68333333,44.833333,Europe
2007,Germany,9409,78776585,11.9439044,52.51666667,13.4,Europe
2007,Greece,328,10139261,3.234949766,37.98333333,23.733333,Europe
2007,Hungary,2450,9067724,27.01890794,47.5,19.083333,Europe
2007,Iceland,37,245865,15.04890895,64.15,-21.95,Europe
2007,Ireland,458,4026707,11.37405826,53.31666667,-6.233333,Europe
2007,Italy,3757,56583578,6.639735649,41.9,12.483333,Europe
2007,Latvia,453,2093878,21.63449829,56.95,24.1,Europe
2007,Lithuania,1025,3087867,33.19443486,54.68333333,25.316667,Europe
2007,Luxembourg,78,392455,19.87489011,49.6,6.116667,Europe
2007,Malta,26,182847,14.21953874,35.88333333,14.5,Europe
2007,Montenegro,121,499263,24.23572346,42.43333333,19.266667,Europe
2007,Netherlands,1354,15425404,8.777727961,52.35,4.916667,Europe
2007,Norway,485,4117810,11.77810535,59.91666667,10.75,Europe
2007,Poland,5284,36310843,14.55212703,52.25,21,Europe
2007,Portugal,1020,9434283,10.81163243,38.71666667,-9.133333,Europe
2007,Romania,2430,20475026,11.8681168,44.43333333,26.1,Europe
2007,Russia,41149,134778964,30.53072882,55.75,37.6,Europe
2007,Serbia,1353,6238821,21.68678986,44.83333333,20.5,Europe
2007,Slovenia,434,1738354,24.96614614,46.05,14.516667,Europe
2007,Spain,3264,42547327,7.671457246,40.4,-3.683333,Europe
2007,Sweden,1126,8629159,13.0487803,59.33333333,18.05,Europe
2007,Switzerland,1360,7183595,18.93202498,46.91666667,7.466667,Europe
2007,Ukraine,10032,44198672,22.69751453,50.43333333,30.516667,Europe
2007,United Kingdom,3897,57382757,6.791238699,51.5,-0.083333,Europe
2008,Albania,160,2757059,5.803285312,41.31666667,19.816667,Europe
2008,Armenia,63,2963960,2.125534758,40.16666667,44.5,Europe
2008,Austria,1267,7925258,15.98686125,48.2,16.366667,Europe
2008,Belarus,2658,9205746,28.87327111,53.9,27.566667,Europe
2008,Belgium,1999,10100850,19.79041368,50.83333333,4.333333,Europe
2008,Bulgaria,939,7267511,12.92051708,42.68333333,23.316667,Europe
2008,Croatia,793,4225583,18.76664119,45.8,16,Europe
2008,Cyprus,41,564674,7.260826601,35.16666667,33.366667,Europe
2008,Czech Republic,1379,9899594,13.92986419,50.08333333,14.466667,Europe
2008,Denmark,603,5162525,11.68033085,55.66666667,12.583333,Europe
2008,Estonia,242,1264005,19.14549389,59.43333333,24.716667,Europe
2008,Finland,1033,5020096,20.57729573,60.16666667,24.933333,Europe
2008,France,10353,58482967,17.70259023,48.86666667,2.333333,Europe
2008,Germany,9459,78662789,12.02474527,52.51666667,13.4,Europe
2008,Greece,373,9034755,4.128501548,37.98333333,23.733333,Europe
2008,Hungary,2476,9058170,27.33443952,47.5,19.083333,Europe
2008,Iceland,38,220035,17.26997978,64.15,-21.95,Europe
2008,Ireland,506,3808832,13.28491254,53.31666667,-6.233333,Europe
2008,Italy,3904,57009825,6.847942438,41.9,12.483333,Europe
2008,Latvia,527,2067529,25.48936436,56.95,24.1,Europe
2008,Lithuania,1111,2885952,38.49682878,54.68333333,25.316667,Europe
2008,Luxembourg,43,342684,12.54800341,49.6,6.116667,Europe
2008,Malta,14,225109,6.219209361,35.88333333,14.5,Europe
2008,Montenegro,126,549676,22.9225944,42.43333333,19.266667,Europe
2008,Netherlands,1439,14534687,9.900453997,52.35,4.916667,Europe
2008,Norway,505,4172807,12.10216528,59.91666667,10.75,Europe
2008,Poland,5682,36262711,15.66898845,52.25,21,Europe
2008,Portugal,1038,9490456,10.93730375,38.71666667,-9.133333,Europe
2008,Romania,2472,20433803,12.09760122,44.43333333,26.1,Europe
2008,Russia,38211,134385949,28.43377621,55.75,37.6,Europe
2008,Serbia,1289,6222320,20.7157459,44.83333333,20.5,Europe
2008,Slovakia,591,4843078,12.20298331,48.15,17.116667,Europe
2008,Slovenia,408,1757088,23.22023712,46.05,14.516667,Europe
2008,Spain,3457,43199484,8.002410399,40.4,-3.683333,Europe
2008,Sweden,1170,8170173,14.3203822,59.33333333,18.05,Europe
2008,Switzerland,1314,6884102,19.08745687,46.91666667,7.466667,Europe
2008,Ukraine,9454,43856123,21.55685308,50.43333333,30.516667,Europe
2008,United Kingdom,4259,57683372,7.383410249,51.5,-0.083333,Europe
2009,Armenia,53,2321505,2.28300176,40.16666667,44.5,Europe
2009,Austria,1278,7946894,16.08175471,48.2,16.366667,Europe
2009,Belarus,2743,9169969,29.91286012,53.9,27.566667,Europe
2009,Belgium,2013,10173366,19.78696137,50.83333333,4.333333,Europe
2009,Bulgaria,868,6899499,12.58062361,42.68333333,23.316667,Europe
2009,Croatia,790,3989052,19.80420411,45.8,16,Europe
2009,Cyprus,32,533338,5.9999475,35.16666667,33.366667,Europe
2009,Czech Republic,1464,9937407,14.73221334,50.08333333,14.466667,Europe
2009,Denmark,622,5192790,11.97814662,55.66666667,12.583333,Europe
2009,Estonia,269,1133860,23.72426931,59.43333333,24.716667,Europe
2009,Finland,1034,4739319,21.81748053,60.16666667,24.933333,Europe
2009,France,10499,58770727,17.86433576,48.86666667,2.333333,Europe
2009,Georgia,188,4158750,4.520589119,41.68333333,44.833333,Europe
2009,Germany,9579,78448602,12.21054264,52.51666667,13.4,Europe
2009,Greece,391,9664192,4.045863327,37.98333333,23.733333,Europe
2009,Hungary,2460,9534237,25.80175005,47.5,19.083333,Europe
2009,Iceland,36,196308,18.33852925,64.15,-21.95,Europe
2009,Ireland,527,4117667,12.79850945,53.31666667,-6.233333,Europe
2009,Italy,3974,57351830,6.929159889,41.9,12.483333,Europe
2009,Latvia,516,1839230,28.05521876,56.95,24.1,Europe
2009,Lithuania,1138,3016497,37.72587873,54.68333333,25.316667,Europe
2009,Luxembourg,48,380117,12.62769095,49.6,6.116667,Europe
2009,Malta,36,229347,15.696739,35.88333333,14.5,Europe
2009,Montenegro,107,552247,19.37538819,42.43333333,19.266667,Europe
2009,Netherlands,1530,15602176,9.806324451,52.35,4.916667,Europe
2009,Norway,573,4527536,12.65589053,59.91666667,10.75,Europe
2009,Poland,6477,36223402,17.88070596,52.25,21,Europe
2009,Portugal,1025,9510886,10.77712423,38.71666667,-9.133333,Europe
2009,Romania,2586,20390882,12.68213901,44.43333333,26.1,Europe
2009,Russia,37408,134085433,27.89863087,55.75,37.6,Europe
2009,Serbia,1373,6597007,20.81246844,44.83333333,20.5,Europe
2009,Slovakia,601,4584456,13.10951616,48.15,17.116667,Europe
2009,Slovenia,447,1756826,25.44361251,46.05,14.516667,Europe
2009,Spain,3429,43490086,7.884555574,40.4,-3.683333,Europe
2009,Sweden,1242,8755922,14.18468552,59.33333333,18.05,Europe
2009,Switzerland,1105,7364558,15.00429489,46.91666667,7.466667,Europe
2009,Turkey,1050,65962419,1.591815485,39.93333333,32.866667,Europe
2009,Ukraine,9715,43557944,22.30362388,50.43333333,30.516667,Europe
2009,United Kingdom,4246,58013559,7.318978655,51.5,-0.083333,Europe
2010,Albania,96,2495086,3.847562769,41.31666667,19.816667,Europe
2010,Armenia,73,2676225,2.727722819,40.16666667,44.5,Europe
2010,Austria,1264,7968421,15.86261569,48.2,16.366667,Europe
2010,Belarus,2459,8981193,27.37943612,53.9,27.566667,Europe
2010,Belgium,2013,10211171,19.71370375,50.83333333,4.333333,Europe
2010,Bulgaria,859,6843064,12.55285644,42.68333333,23.316667,Europe
2010,Croatia,776,3969430,19.54940634,45.8,16,Europe
2010,Cyprus,38,597609,6.358672644,35.16666667,33.366667,Europe
2010,Czech Republic,1502,9491005,15.82551058,50.08333333,14.466667,Europe
2010,Denmark,563,4545890,12.38481353,55.66666667,12.583333,Europe
2010,Estonia,223,1128615,19.75873083,59.43333333,24.716667,Europe
2010,Finland,954,4775874,19.97540136,60.16666667,24.933333,Europe
2010,France,10379,59056283,17.57476,48.86666667,2.333333,Europe
2010,Georgia,112,3287800,3.406533244,41.68333333,44.833333,Europe
2010,Germany,10030,78349067,12.80168403,52.51666667,13.4,Europe
2010,Greece,377,9682071,3.893795036,37.98333333,23.733333,Europe
2010,Hungary,2489,9514005,26.16143254,47.5,19.083333,Europe
2010,Iceland,46,262829,17.50187384,64.15,-21.95,Europe
2010,Ireland,486,4264857,11.39545828,53.31666667,-6.233333,Europe
2010,Italy,3989,57637843,6.92080028,41.9,12.483333,Europe
2010,Latvia,438,1800136,24.33149495,56.95,24.1,Europe
2010,Lithuania,1018,2949737,34.51155137,54.68333333,25.316667,Europe
2010,Luxembourg,54,419056,12.88610591,49.6,6.116667,Europe
2010,Malta,31,223629,13.86224506,35.88333333,14.5,Europe
2010,Netherlands,1604,15691409,10.22215405,52.35,4.916667,Europe
2010,Norway,548,4283534,12.79317498,59.91666667,10.75,Europe
2010,Poland,6357,36027791,17.64471211,52.25,21,Europe
2010,Portugal,1099,10066628,10.91726048,38.71666667,-9.133333,Europe
2010,Romania,2766,20348649,13.59304001,44.43333333,26.1,Europe
2010,Russia,33356,134865987,24.73270002,55.75,37.6,Europe
2010,Serbia,1207,6189176,19.50178828,44.83333333,20.5,Europe
2010,Slovakia,631,5147562,12.25823021,48.15,17.116667,Europe
2010,Slovenia,414,1855264,22.31488349,46.05,14.516667,Europe
2010,Spain,3158,41433450,7.621861081,40.4,-3.683333,Europe
2010,Sweden,1141,8823125,12.93192605,59.33333333,18.05,Europe
2010,Switzerland,1006,7052331,14.26478706,46.91666667,7.466667,Europe
2010,Turkey,1524,66975131,2.275471473,39.93333333,32.866667,Europe
2010,Ukraine,9089,43296809,20.99230916,50.43333333,30.516667,Europe
2010,United Kingdom,4188,58403529,7.170799559,51.5,-0.083333,Europe
2011,Armenia,67,2072073,3.233476813,40.16666667,44.5,Europe
2011,Austria,1288,7995146,16.10977461,48.2,16.366667,Europe
2011,Belarus,2172,8947320,24.27542549,53.9,27.566667,Europe
2011,Belgium,2088,9757639,21.39861907,50.83333333,4.333333,Europe
2011,Bosnia and Herzegovina,5,1165280,0.429081422,43.86666667,18.416667,Europe
2011,Bulgaria,763,6742451,11.31635958,42.68333333,23.316667,Europe
2011,Croatia,702,3971194,17.6773031,45.8,16,Europe
2011,Cyprus,30,501573,5.981183198,35.16666667,33.366667,Europe
2011,Czech Republic,1590,9448724,16.82766901,50.08333333,14.466667,Europe
2011,Denmark,589,4576015,12.8714613,55.66666667,12.583333,Europe
2011,Estonia,218,1122588,19.419413,59.43333333,24.716667,Europe
2011,Finland,912,4799300,19.00277124,60.16666667,24.933333,Europe
2011,France,10408,59344643,17.53823003,48.86666667,2.333333,Europe
2011,Georgia,99,3950000,2.506329114,41.68333333,44.833333,Europe
2011,Germany,10153,78371140,12.95502401,52.51666667,13.4,Europe
2011,Greece,477,9675142,4.930160198,37.98333333,23.733333,Europe
2011,Hungary,2420,9495011,25.48706895,47.5,19.083333,Europe
2011,Iceland,27,255612,10.56288437,64.15,-21.95,Europe
2011,Ireland,554,3461837,16.00306427,53.31666667,-6.233333,Europe
2011,Italy,4153,56610149,7.33614038,41.9,12.483333,Europe
2011,Latvia,440,1766356,24.91004078,56.95,24.1,Europe
2011,Lithuania,1018,2879805,35.34961569,54.68333333,25.316667,Europe
2011,Luxembourg,55,428348,12.84002727,49.6,6.116667,Europe
2011,Malta,20,164494,12.15849818,35.88333333,14.5,Europe
2011,Netherlands,1650,15772162,10.46147003,52.35,4.916667,Europe
2011,Norway,598,4643300,12.87877156,59.91666667,10.75,Europe
2011,Poland,6113,36008237,16.9766712,52.25,21,Europe
2011,Portugal,1017,9531569,10.66980683,38.71666667,-9.133333,Europe
2011,Romania,2536,20291701,12.49772013,44.43333333,26.1,Europe
2011,Russia,31038,134745874,23.03447154,55.75,37.6,Europe
2011,Serbia,1256,6900027,18.20282732,44.83333333,20.5,Europe
2011,Slovenia,435,1760348,24.71102305,46.05,14.516667,Europe
2011,Spain,3180,43642571,7.286463485,40.4,-3.683333,Europe
2011,Sweden,1112,8884644,12.515977,59.33333333,18.05,Europe
2011,Switzerland,1034,7518040,13.75358471,46.91666667,7.466667,Europe
2011,Turkey,1148,68034357,1.687382744,39.93333333,32.866667,Europe
2011,Ukraine,8973,43074791,20.8312096,50.43333333,30.516667,Europe
2011,United Kingdom,4393,58881852,7.460702833,51.5,-0.083333,Europe
2012,Armenia,79,2647234,2.984246954,40.16666667,44.5,Europe
2012,Austria,1276,8031276,15.88788631,48.2,16.366667,Europe
2012,Belgium,2026,10442637,19.40122979,50.83333333,4.333333,Europe
2012,Bulgaria,872,6649465,13.11383698,42.68333333,23.316667,Europe
2012,Croatia,776,4054296,19.14019105,45.8,16,Europe
2012,Cyprus,36,527818,6.820532835,35.16666667,33.366667,Europe
2012,Czech Republic,1658,9923127,16.70844281,50.08333333,14.466667,Europe
2012,Denmark,661,4946084,13.36410785,55.66666667,12.583333,Europe
2012,Estonia,237,1188301,19.94444169,59.43333333,24.716667,Europe
2012,Finland,873,4523793,19.29796523,60.16666667,24.933333,Europe
2012,France,9743,59638457,16.33677411,48.86666667,2.333333,Europe
2012,Georgia,104,3951800,2.631712131,41.68333333,44.833333,Europe
2012,Germany,9896,78508115,12.60506637,52.51666667,13.4,Europe
2012,Greece,508,9991052,5.084549655,37.98333333,23.733333,Europe
2012,Hungary,2349,8982311,26.15139912,47.5,19.083333,Europe
2012,Iceland,37,243461,15.19750597,64.15,-21.95,Europe
2012,Ireland,542,4220806,12.8411493,53.31666667,-6.233333,Europe
2012,Italy,4257,56795085,7.495366897,41.9,12.483333,Europe
2012,Latvia,444,1839081,24.14249291,56.95,24.1,Europe
2012,Lithuania,927,2696509,34.37778253,54.68333333,25.316667,Europe
2012,Luxembourg,51,440352,11.58164378,49.6,6.116667,Europe
2012,Malta,25,283994,8.80300288,35.88333333,14.5,Europe
2012,Netherlands,1756,15839503,11.08620643,52.35,4.916667,Europe
2012,Norway,515,4706585,10.94211621,59.91666667,10.75,Europe
2012,Poland,6368,36013446,17.68228456,52.25,21,Europe
2012,Portugal,1076,9504422,11.32104614,38.71666667,-9.133333,Europe
2012,Romania,2495,19041594,13.10289464,44.43333333,26.1,Europe
2012,Russia,29643,134668522,22.01182545,55.75,37.6,Europe
2012,Serbia,1243,6524950,19.04995441,44.83333333,20.5,Europe
2012,Slovakia,571,4853744,11.76411447,48.15,17.116667,Europe
2012,Slovenia,440,1850602,23.77604693,46.05,14.516667,Europe
2012,Spain,3539,44318859,7.985313882,40.4,-3.683333,Europe
2012,Sweden,1154,8948909,12.89542669,59.33333333,18.05,Europe
2012,Switzerland,1038,7207955,14.40075583,46.91666667,7.466667,Europe
2012,Turkey,1450,68976439,2.102167089,39.93333333,32.866667,Europe
2012,Ukraine,9058,42915935,21.10637925,50.43333333,30.516667,Europe
2012,United Kingdom,4444,59708630,7.442810193,51.5,-0.083333,Europe
2013,Armenia,67,2376957,2.818729998,40.16666667,44.5,Europe
2013,Austria,1291,8079615,15.97848412,48.2,16.366667,Europe
2013,Belarus,1902,8910240,21.34622636,53.9,27.566667,Europe
2013,Belgium,1895,10526149,18.00278525,50.83333333,4.333333,Europe
2013,Bulgaria,721,6920644,10.4181056,42.68333333,23.316667,Europe
2013,Croatia,692,3839966,18.02099289,45.8,16,Europe
2013,Cyprus,45,559557,8.042076142,35.16666667,33.366667,Europe
2013,Czech Republic,1577,9936780,15.87033224,50.08333333,14.466667,Europe
2013,Denmark,610,5299698,11.51008982,55.66666667,12.583333,Europe
2013,Estonia,218,1178784,18.49363412,59.43333333,24.716667,Europe
2013,Finland,887,5135433,17.27215602,60.16666667,24.933333,Europe
2013,France,9600,59910069,16.0240176,48.86666667,2.333333,Europe
2013,Georgia,157,4192600,3.744693031,41.68333333,44.833333,Europe
2013,Germany,10091,77270988,13.05923512,52.51666667,13.4,Europe
2013,Greece,533,9881997,5.393646649,37.98333333,23.733333,Europe
2013,Hungary,2092,8936200,23.41039816,47.5,19.083333,Europe
2013,Iceland,49,234160,20.92586266,64.15,-21.95,Europe
2013,Ireland,487,3913045,12.44555072,53.31666667,-6.233333,Europe
2013,Italy,4290,57503331,7.460437379,41.9,12.483333,Europe
2013,Latvia,383,1818164,21.06520644,56.95,24.1,Europe
2013,Lithuania,1085,2806627,38.65850361,54.68333333,25.316667,Europe
2013,Luxembourg,40,379263,10.54677097,49.6,6.116667,Europe
2013,Malta,22,230194,9.557156138,35.88333333,14.5,Europe
2013,Netherlands,1856,15899508,11.67331719,52.35,4.916667,Europe
2013,Norway,554,4466394,12.40374226,59.91666667,10.75,Europe
2013,Poland,6218,36023694,17.2608617,52.25,21,Europe
2013,Portugal,1052,8921270,11.79204306,38.71666667,-9.133333,Europe
2013,Romania,2407,19003345,12.66619114,44.43333333,26.1,Europe
2013,Russia,28690,134713962,21.29697588,55.75,37.6,Europe
2013,Serbia,1197,6494707,18.43039263,44.83333333,20.5,Europe
2013,Slovakia,616,4859839,12.67531702,48.15,17.116667,Europe
2013,Slovenia,446,1856782,24.0200519,46.05,14.516667,Europe
2013,Spain,3873,44227625,8.756970332,40.4,-3.683333,Europe
2013,Sweden,1230,9024081,13.6301968,59.33333333,18.05,Europe
2013,Switzerland,1071,7681318,13.94291969,46.91666667,7.466667,Europe
2013,Turkey,1810,69880352,2.590141504,39.93333333,32.866667,Europe
2013,United Kingdom,4824,60091793,8.027718527,51.5,-0.083333,Europe
2014,Armenia,58,2336117,2.482752362,40.16666667,44.5,Europe
2014,Austria,1314,7741757,16.9728913,48.2,16.366667,Europe
2014,Belarus,1741,8906977,19.54647463,53.9,27.566667,Europe
2014,Belgium,1899,9962909,19.06069804,50.83333333,4.333333,Europe
2014,Bosnia and Herzegovina,313,3426277,9.135280072,43.86666667,18.416667,Europe
2014,Bulgaria,724,6564740,11.02861652,42.68333333,23.316667,Europe
2014,Croatia,722,3816578,18.91747005,45.8,16,Europe
2014,Cyprus,44,683572,6.436776228,35.16666667,33.366667,Europe
2014,Czech Republic,1489,9963127,14.94510709,50.08333333,14.466667,Europe
2014,Denmark,629,5339166,11.78086615,55.66666667,12.583333,Europe
2014,Estonia,241,1175733,20.49785113,59.43333333,24.716667,Europe
2014,Finland,789,5159944,15.29086362,60.16666667,24.933333,Europe
2014,France,8881,60275954,14.73390201,48.86666667,2.333333,Europe
2014,Georgia,194,3078500,6.301770343,41.68333333,44.833333,Europe
2014,Germany,10217,77552369,13.17432353,52.51666667,13.4,Europe
2014,Greece,565,9854424,5.733465497,37.98333333,23.733333,Europe
2014,Hungary,1925,8939453,21.53375604,47.5,19.083333,Europe
2014,Iceland,44,260482,16.89176219,64.15,-21.95,Europe
2014,Ireland,486,4009218,12.1220647,53.31666667,-6.233333,Europe
2014,Italy,4147,58100676,7.137610585,41.9,12.483333,Europe
2014,Latvia,382,1697730,22.5006332,56.95,24.1,Europe
2014,Lithuania,930,2781577,33.43427128,54.68333333,25.316667,Europe
2014,Luxembourg,67,494886,13.53847149,49.6,6.116667,Europe
2014,Malta,32,366830,8.723386855,35.88333333,14.5,Europe
2014,Netherlands,1839,15899508,11.56639564,52.35,4.916667,Europe
2014,Norway,548,4827178,11.3523885,59.91666667,10.75,Europe
2014,Poland,5934,36059630,16.45607567,52.25,21,Europe
2014,Portugal,1222,9406504,12.99101133,38.71666667,-9.133333,Europe
2014,Romania,2209,18952235,11.6556174,44.43333333,26.1,Europe
2014,Russia,26541,134713962,19.70174406,55.75,37.6,Europe
2014,Serbia,1134,6107362,18.56775479,44.83333333,20.5,Europe
2014,Slovakia,554,4588597,12.07340719,48.15,17.116667,Europe
2014,Slovenia,388,1858183,20.88061294,46.05,14.516667,Europe
2014,Spain,3911,44172771,8.853870634,40.4,-3.683333,Europe
2014,Sweden,1148,9114524,12.59528199,59.33333333,18.05,Europe
2014,Switzerland,1032,7809621,13.21446969,46.91666667,7.466667,Europe
2014,Turkey,1617,70931420,2.279666754,39.93333333,32.866667,Europe
2014,Ukraine,7968,40464165,19.6914974,50.43333333,30.516667,Europe
2014,United Kingdom,4788,60570482,7.904840513,51.5,-0.083333,Europe
2015,Armenia,74,2418867,3.059283541,40.16666667,44.5,Europe
2015,Austria,1251,8219386,15.22011498,48.2,16.366667,Europe
2015,Belgium,1867,10624356,17.57282983,50.83333333,4.333333,Europe
2015,Croatia,739,4001669,18.46729452,45.8,16,Europe
2015,Cyprus,40,651553,6.13917824,35.16666667,33.366667,Europe
2015,Czech Republic,1387,9989325,13.88482205,50.08333333,14.466667,Europe
2015,Denmark,564,5042577,11.18475732,55.66666667,12.583333,Europe
2015,Estonia,195,1243450,15.68217459,59.43333333,24.716667,Europe
2015,Finland,731,4889189,14.95135492,60.16666667,24.933333,Europe
2015,Georgia,192,3248800,5.909874415,41.68333333,44.833333,Europe
2015,Germany,10088,78136683,12.9107093,52.51666667,13.4,Europe
2015,Greece,529,9253650,5.716663155,37.98333333,23.733333,Europe
2015,Hungary,1868,9389519,19.89452282,47.5,19.083333,Europe
2015,Iceland,40,232464,17.20696538,64.15,-21.95,Europe
2015,Italy,3988,58117697,6.861937423,41.9,12.483333,Europe
2015,Latvia,387,1779452,21.74826857,56.95,24.1,Europe
2015,Lithuania,896,2753926,32.53536951,54.68333333,25.316667,Europe
2015,Luxembourg,64,463650,13.80351558,49.6,6.116667,Europe
2015,Malta,34,338027,10.05836812,35.88333333,14.5,Europe
2015,Netherlands,1873,16057342,11.66444608,52.35,4.916667,Europe
2015,Norway,590,4882909,12.0829612,59.91666667,10.75,Europe
2015,Poland,5420,36086575,15.0194359,52.25,21,Europe
2015,Romania,2228,18863927,11.81090236,44.43333333,26.1,Europe
2015,Russia,25432,137018943,18.56093723,55.75,37.6,Europe
2015,Serbia,1062,6766406,15.69518589,44.83333333,20.5,Europe
2015,Slovenia,422,1859042,22.69986369,46.05,14.516667,Europe
2015,Spain,3604,44186528,8.156332174,40.4,-3.683333,Europe
2015,Sweden,1182,9114524,12.96831299,59.33333333,18.05,Europe
2015,Switzerland,1073,7892502,13.59518186,46.91666667,7.466667,Europe
2015,Turkey,1532,71880464,2.131316236,39.93333333,32.866667,Europe
2015,Ukraine,7574,40345446,18.77287464,50.43333333,30.516667,Europe
2015,United Kingdom,4910,61082942,8.038250679,51.5,-0.083333,Europe
